chain,draw,Ks,N0,P0,Qn,mu_max,sigma
0,147,0.12933857766221116,965.7450747512024,9117.22132268839,1.113595641058177e-09,0.6896755265674706,0.07898008552974102
0,148,0.12985279960087803,933.749042416927,8705.057896560842,1.1022490078455112e-09,0.6880554027913635,0.18073962490893333
0,149,0.050488788301773356,923.9995109843821,8826.697620688159,9.39663018807488e-10,0.6914368374699656,0.12639943184577737
0,150,0.1226922658873193,946.8159180145487,9195.342033600113,1.070050375818054e-09,0.675620451510032,0.08167526175656838
0,151,0.08260314114743163,940.020277524692,9245.611917877324,1.0514449564802524e-09,0.6670385478900653,0.1386600293126777
0,152,0.0987428265500715,792.2598360581208,8892.751667527462,1.0712245498491714e-09,0.6951049083032133,0.14588299330119456
0,153,0.0855104096859667,773.2148888781021,8187.994543080731,9.885971515038081e-10,0.7092108359550614,0.13022665791679833
0,154,0.05920246333401678,767.8410984665413,8367.46189304274,9.720057343354106e-10,0.7081452872428232,0.13385334774496693
0,155,0.055917368530876865,743.8081170522639,7776.113966638656,8.715567189820495e-10,0.711377439842865,0.13385334774496693
0,156,0.12663340964531725,820.8374994484304,8018.941439986252,9.058296234466203e-10,0.7128352276139314,0.1309546693390949
0,157,0.05562630226387411,877.3197205386956,8327.168605177045,9.75173182428901e-10,0.7023631986449349,0.1309546693390949
0,158,0.08836944893284004,837.1477852763035,8627.302216595164,1.059218795398951e-09,0.7048126385365785,0.15666226432338218
0,159,0.08704902993809387,797.6956262844474,8287.305060594763,9.895084218362492e-10,0.7051750229991451,0.15666226432338218
0,160,0.11641202705213477,818.4775887250585,9816.978078477752,9.324564650319817e-10,0.6620121891577443,0.13500858343623212
0,161,0.0689472053041997,813.4593916713765,9301.604308671309,9.22832522309886e-10,0.6516818062219292,0.13500858343623212
0,162,0.10467576481305171,799.4749481470869,9495.037055071265,9.499445894953577e-10,0.666193405674664,0.13500858343623212
0,163,0.08288209509312963,752.8389147064868,9528.445687748806,8.964327749664526e-10,0.6365682284765106,0.12585150380619278
0,164,0.10628185680433076,825.7405916807223,8734.971309864204,9.198568912959378e-10,0.67580964153453,0.0996870717550057
0,165,0.10683131233246343,919.8300501474715,8172.918304961509,9.940107503606582e-10,0.7031669097623687,0.25006505609526447
0,166,0.11330095071971984,841.9384448834339,8380.33825424895,9.180697222888873e-10,0.7290865761709688,0.303519240613642
0,167,0.08467081798559974,689.6902629140419,8151.374795895692,1.0385508930933994e-09,0.6978940582766195,0.5073514415549761
0,168,0.09068441229969716,609.171037042567,9077.778166744423,7.747313256900724e-10,0.6140705917184222,0.4050113305008213
0,169,0.10706238596525455,649.071998993775,9664.054594700561,7.04033129701712e-10,0.6199523440661433,0.355032967666619
0,170,0.09832170072812457,463.65316839366494,7766.548458915607,7.831518113162514e-10,0.629867990698157,0.41276950031265763
0,171,0.0837094514545819,473.92533575349313,7894.958985223825,5.485686094663616e-10,0.6620688483994814,0.24612336708313132
0,172,0.06512289533198597,713.4407041656889,8835.09388459911,6.777740464796711e-10,0.712374527418834,0.15522740504300078
0,173,0.11361842911894633,739.4619105197916,8899.660297175846,7.770200819368969e-10,0.6624319481854377,0.12013319841390158
0,174,0.10339265288302778,764.8327796285506,9596.150520287536,8.600547474380799e-10,0.6667097740040948,0.11351539003799425
0,175,0.11667844090939354,726.6556983839496,9430.101816881042,8.627988776249135e-10,0.6496379113080977,0.12081850381791517
0,176,0.07399372321850059,744.2601876238879,9076.494491967565,9.005014169563575e-10,0.675825426549976,0.13323326404843278
0,177,0.057672198984331395,814.8003717010886,8261.50729758966,8.760230298944875e-10,0.6775680443262797,0.13323326404843278
0,178,0.05543423375813578,833.944647855319,8784.884980708573,9.408899536374234e-10,0.6939335331831827,0.12600739850498716
0,179,0.07945250134665979,855.7226700495597,8721.182449772075,1.0342518721301984e-09,0.6652958248199348,0.12600739850498716
0,180,0.10861993381173964,910.9907205849821,8722.563939963633,1.0290546170247752e-09,0.6925300538748508,0.13025162665657805
0,181,0.08484578630050602,920.3275648580976,8625.126291098477,1.1239651112210068e-09,0.6918451538529178,0.13939493799936112
0,182,0.07517990144328149,924.0757551241242,8931.523832882911,9.590269272640986e-10,0.6976893087742997,0.10822566771000483
0,183,0.12248212220635832,1108.3327448408706,9109.206381608497,1.1957054649889325e-09,0.6762456718317574,0.12076113052448112
0,184,0.11459873110775416,1077.7644154592247,9004.705963719913,1.3344802627412156e-09,0.6810238293407027,0.11735876090617926
0,185,0.06841819346743994,1061.2194943297452,9191.030830212503,1.2042814580595557e-09,0.6611680877572322,0.11735876090617926
0,186,0.09405699778426657,989.0154273110611,9039.16121970904,1.1671597974960185e-09,0.6779736021129552,0.11735876090617926
0,187,0.05828512522494766,1001.8550146566962,9503.038157066187,1.178308716476879e-09,0.6710033568578444,0.10900457604862515
0,188,0.12484729650441055,968.1636426235647,9345.527742549908,1.061549184017964e-09,0.6550677455519617,0.12921515513993956
0,189,0.09985435957517522,1040.6453742294002,9211.860686289072,1.1654346848146671e-09,0.661757968337947,0.10864242593393478
0,190,0.07901403134392046,1013.5394513918272,8994.26617188905,1.1982387492258632e-09,0.681465658798493,0.1370377483017065
0,191,0.07182684602893036,984.1425618223413,8580.544205522998,1.1110647024978017e-09,0.6886100516753171,0.1370377483017065
0,192,0.058962952301858274,966.6058861746934,8659.733509150066,1.130242157974772e-09,0.6915519498453183,0.1370377483017065
0,193,0.11618299238466046,1014.3405451074241,9078.112713745164,1.1422937249055787e-09,0.681065875865594,0.1370377483017065
0,194,0.06631530418792565,1037.9539616504128,9298.942319992824,1.11152831537099e-09,0.6696004586230736,0.11555612087895593
0,195,0.09305553031135286,1034.167544982551,8696.98328092581,1.1931739621076913e-09,0.6805880921471361,0.09089351678250991
0,196,0.07735321610110045,1068.352550966465,8776.74538154479,1.208687811310365e-09,0.6966568843294678,0.13315258052344506
0,197,0.06644695131076776,1038.8729500176182,8209.163813048148,1.2424075799268872e-09,0.7010027809718241,0.1275859778807609
0,198,0.05881348729796439,906.3988143974102,8427.653600798963,1.1569411104116468e-09,0.6939049110936999,0.10418098329560695
0,199,0.11765929824409808,934.8781759235504,9035.451405700636,1.1115135440056387e-09,0.6730958731462985,0.10418098329560695
0,200,0.1288271480054282,962.9450568029858,9143.142537850188,1.0287787290914103e-09,0.6749465514092375,0.13472981316214033
0,201,0.09306574679695791,911.4273962015549,10087.171542436983,1.113752129703416e-09,0.6392622934681652,0.13528648155427686
0,202,0.08929188935642364,1006.0729620229347,10135.807371271147,1.1266411766246095e-09,0.64573933972667,0.1195799701604438
0,203,0.08246458905092989,1132.6820885650495,9781.208081043633,1.2312990358729738e-09,0.6388847750934837,0.1195799701604438
0,204,0.07940165200424562,1186.7022955541904,10049.364588930654,1.4167001282848921e-09,0.6467000137037211,0.1195799701604438
0,205,0.10595537480120946,1105.118159118606,9385.694147197839,1.3505762210000198e-09,0.6528120603996219,0.10097106730015724
0,206,0.05893117921258274,1105.5142597727843,9508.820646759934,1.2637383098083978e-09,0.668467232426768,0.16256742931043064
0,207,0.06410204684203219,1044.1908773664518,9765.825238044454,1.3042337890690143e-09,0.6523576089293335,0.18041720290297955
0,208,0.08421871953586865,976.8481721005727,9981.9998030405,1.1565157427748314e-09,0.6226255090935658,0.1561966538864424
0,209,0.08094077436906033,1003.1804157502219,9694.778218133444,1.0641570097161605e-09,0.6312298873671168,0.18740668526043616
0,210,0.09516900036741917,1025.6075638065806,9838.313025168207,1.2765672261771469e-09,0.6543981186998453,0.21399535333480466
0,211,0.10609637499524635,1019.2917729953613,9414.11416920492,1.2222301616243196e-09,0.6387289666578563,0.32201555036893026
0,212,0.07186564207876225,1001.1332903854369,9006.126499425769,1.1489956738482177e-09,0.6757783774878496,0.2018073467337917
0,213,0.07995210540951914,1141.0035066255587,9205.544642865034,1.2186413250514236e-09,0.6526130408954548,0.1076497953312943
0,214,0.07643358120097293,1184.5548322787686,10185.341298428137,1.4104780985586164e-09,0.6448188460674342,0.1076497953312943
0,215,0.08532699985972399,1134.7761201243193,9863.551309612209,1.3717275437977096e-09,0.650334677300697,0.1076497953312943
0,216,0.10645108352123028,1086.8088742343823,9731.51976453163,1.3280466628771896e-09,0.6616266530685856,0.18538527465084398
0,217,0.10401710997335455,1134.5709926784382,9448.007462692616,1.280451426892374e-09,0.6467188786437936,0.16212866318959127
0,218,0.08388138846483999,1134.1517980984108,9018.606393410602,1.2569837660891883e-09,0.672534128914238,0.16212866318959127
0,219,0.11664290729573032,1216.3226056199107,9440.860702582602,1.3178424271926408e-09,0.6518657357387838,0.18462479879818428
0,220,0.1043679590796055,1596.1739586870938,8913.257359713192,1.6583038599413793e-09,0.6534972707869606,0.14606309445416413
0,221,0.06439539456886455,1592.1495097292727,8823.939191546651,1.7226211902416975e-09,0.6769346431181738,0.09620714181054388
0,222,0.11861251525696324,1644.0399580523233,9660.383421727669,1.9608820349838266e-09,0.6712380718291681,0.09620714181054388
0,223,0.054244880275335056,1596.5208499092066,9198.245071657791,1.8575012890407933e-09,0.6773118468665534,0.10851671720869623
0,224,0.08593084338667678,1572.6446396663991,8471.320762447442,1.7934114592028382e-09,0.6774171449757408,0.10851671720869623
0,225,0.07730055071909031,1654.6454981108545,8343.453230386427,1.893195178836192e-09,0.6743960002675063,0.21098026335284628
0,226,0.0891098995224984,1698.2587641533573,9100.227075912262,1.971988532461779e-09,0.6809708962196355,0.16570506608606556
0,227,0.12180045694197718,1748.9669523635907,8507.343909207868,2.0233758849000558e-09,0.6798541378342462,0.15614668471982254
0,228,0.06863202705905973,1805.0100814894517,8819.790422597656,1.923794738919908e-09,0.6882308282398171,0.15614668471982254
0,229,0.11404055070202368,1894.4749888100735,9359.936033031016,2.2055953749001528e-09,0.6613073528686333,0.09406478760093544
0,230,0.11402480557838357,1832.4945543869346,8784.369757136794,2.1830890554594287e-09,0.6738882094031227,0.18330636942336537
0,231,0.08276185473127816,1881.7986231842908,7922.483671229648,2.2551221892881945e-09,0.676681116706277,0.18330636942336537
0,232,0.09161935702428957,1920.0679599541722,8026.736124746466,1.9309421801797635e-09,0.7143075106807564,0.1765500042480014
0,233,0.056729242338222706,2945.3248714072793,7311.606362975153,2.6252155523963033e-09,0.7335220626042075,0.1765500042480014
0,234,0.05555882294033622,3041.8244236827823,8233.104248566657,3.532080153382166e-09,0.692737121992837,0.12074911603442852
0,235,0.05038317574815163,2834.793275093431,8594.418670032648,3.3677390792010856e-09,0.7018381672790283,0.12074911603442852
0,236,0.050567750770343346,3152.7478831497897,8597.727355034043,3.4581771292985872e-09,0.6870906614317693,0.10451210245290167
