chain,draw,Ks,Qn,mu_max,sigma
0,24,0.09219308469583584,7.127673775464129e-10,0.6842490140592669,0.12571422403601482
0,25,0.09072809695251315,6.890315901537383e-10,0.6740205538769014,0.14414506614458286
0,26,0.08103447995264762,7.065440904209637e-10,0.691989243315341,0.11365787912139225
0,27,0.08885324695784931,7.260242997377776e-10,0.6940722646999944,0.0939877137240585
0,28,0.0903194834371015,6.800841679401815e-10,0.6851452979089668,0.16632514471153748
0,29,0.07516893588431921,7.109738754356478e-10,0.677014090077289,0.16494884003241125
0,30,0.09959947249708316,6.80652702344759e-10,0.6867356949926241,0.146516228579786
0,31,0.08124289257435863,7.130895237566906e-10,0.6987186985415221,0.11187200268165785
0,32,0.07665797729484203,6.863827911542245e-10,0.7058967527351822,0.1117477563054642
0,33,0.1056116530346177,6.51031775784738e-10,0.6713124246190478,0.17653696972817395
0,34,0.10094680766402622,6.630043723547901e-10,0.6823197873891278,0.16466680985841245
0,35,0.10551786639414837,7.90127593994897e-10,0.6871236633148405,0.1745356471660232
0,36,0.08784542299780468,7.639712530563711e-10,0.6835333868871861,0.15997289215657676
0,37,0.0910178105209444,7.953100893931638e-10,0.658602596876589,0.21483884192507427
0,38,0.09228173279233227,7.803900438662996e-10,0.6753041803437012,0.25111141608607473
0,39,0.08876822441254541,8.524612903955157e-10,0.6863361829948336,0.269495944429026
0,40,0.0921381557901352,7.178663120952627e-10,0.7245261714245451,0.30600205692728993
0,41,0.08725784298387593,7.708661700892834e-10,0.6336273573002934,0.3314246235287873
0,42,0.08981935917439532,6.223944345183948e-10,0.6397263545098338,0.2722149526305721
0,43,0.09595402119360989,7.223193291055992e-10,0.6300576047559074,0.2967961378033762
0,44,0.10019265085332356,8.83710283663852e-10,0.7336549926618938,0.3197069927751848
0,45,0.07311072595899983,5.415315223206128e-10,0.587180490837064,0.3197069927751848
0,46,0.09569356081642844,6.313817587694396e-10,0.6454147594281255,0.4180833347501618
0,47,0.08329463890864475,8.606861821064432e-10,0.6767446977438651,0.22214112233634142
0,48,0.09069955579955259,7.582786251818211e-10,0.6387360740765906,0.1238125893964214
0,49,0.08122782025515118,6.837665329569563e-10,0.7145823643972475,0.11337806673750211
0,50,0.0949677885185824,7.072527090631139e-10,0.7048048056045507,0.12325608179345227
0,51,0.07129441485193422,6.898382145069015e-10,0.6891436856286348,0.12325608179345227
0,52,0.09168423973942674,6.416982127897185e-10,0.6836820874671954,0.12366235536275412
0,53,0.08770323867636771,6.638083231520632e-10,0.7104496039663019,0.12871940366576923
0,54,0.08801857071816344,6.925756696165868e-10,0.6782497727588163,0.1504888641544089
0,55,0.10788697905547978,6.933014201902319e-10,0.6839543345615995,0.1504888641544089
0,56,0.07389967759152308,6.704090685978646e-10,0.6828032160100567,0.15389338182602005
0,57,0.07621555298152438,7.249811807178561e-10,0.6905138628761284,0.20117458851912154
0,58,0.0849933839797085,7.376790218186304e-10,0.638799958747945,0.3117770081875299
0,59,0.08220602114598244,8.376371708678641e-10,0.6881519238628492,0.16327790711679338
0,60,0.08102862526300247,6.552925225756805e-10,0.6799172317816112,0.11207946568604382
0,61,0.08582838730347811,7.124789176386927e-10,0.6956465171514652,0.11207946568604382
0,62,0.09035477676804468,6.334969444520647e-10,0.6920434659063962,0.18350272560680259
0,63,0.0942946183563956,8.144206485811219e-10,0.7129664851932664,0.1760732080292744
0,64,0.09904315122725373,6.131013876859903e-10,0.649827326661178,0.1760732080292744
0,65,0.06837631957015816,7.160845798199398e-10,0.6538811107532533,0.1760732080292744
0,66,0.09339702057260703,6.677001450556348e-10,0.6888005696199515,0.17379476833010704
0,67,0.0858593669342908,6.71225440395602e-10,0.6872538206284903,0.17379476833010704
0,68,0.0866933710433153,6.710050025689154e-10,0.6799906250013538,0.15117497003760275
0,69,0.08369770774916788,6.64374205744135e-10,0.7132816423862732,0.15244704088395447
0,70,0.09063001000299858,7.255602411409771e-10,0.7113265714659888,0.16316313610961383
0,71,0.07962057665477701,6.712303690817609e-10,0.6529968607634846,0.10981109688364407
0,72,0.0783925171848027,7.130567363897277e-10,0.6718714337096293,0.09286280219196259
0,73,0.09373076363781341,7.431149093284035e-10,0.676463816136138,0.09278755994893992
0,74,0.10682544588412171,7.180364968641067e-10,0.6747775507925454,0.09278755994893992
0,75,0.10737702479382016,7.278107320888645e-10,0.681975256362397,0.09278755994893992
0,76,0.10251960809043856,6.813281406799211e-10,0.6839430229348206,0.13862094877095635
0,77,0.07788632025255815,7.234928740510657e-10,0.6747516876085573,0.15199938013018888
0,78,0.08456042348158038,7.685172014198972e-10,0.6770270461895727,0.1705239477865004
0,79,0.08322492367955575,6.836073241633833e-10,0.6923624135271312,0.14157387548130987
0,80,0.10020218799666578,7.41975049906858e-10,0.68591383339248,0.1694794038705405
0,81,0.07866498508015976,6.941166033784214e-10,0.6631692399123845,0.10516550423571668
0,82,0.0747050163517604,6.494065718751613e-10,0.685791114436484,0.12085520790198072
0,83,0.10248497064737844,6.610984131874585e-10,0.6787822833368218,0.12817633440133291
0,84,0.09846555646612487,7.259574287251414e-10,0.6694236232157977,0.12817633440133291
0,85,0.0991189994083394,7.217584627364733e-10,0.6759087956293891,0.07856855191693891
0,86,0.10985340805118622,6.9424278007625e-10,0.6870628879439781,0.1377463338734633
0,87,0.0660318291044536,6.951823443560157e-10,0.671595190919364,0.1377463338734633
0,88,0.11422168222916222,7.170527736372466e-10,0.6919602258845221,0.15695111119417002
0,89,0.1077465704109898,6.761697016397629e-10,0.6685717131962857,0.1513294338243822
0,90,0.10818542902524982,6.463346940043552e-10,0.6865634749469267,0.1415628628666655
0,91,0.07187639664332052,7.578155568603807e-10,0.6800357186457195,0.1415628628666655
0,92,0.0986082189252694,8.065545729828893e-10,0.6855218970384754,0.1580283737042475
0,93,0.09583483016568693,5.691138706383057e-10,0.6780370591180294,0.16193521931374086
0,94,0.08666004623346651,6.564450808033781e-10,0.6674889988563203,0.18313329767382996
0,95,0.08879917894141298,5.665871772231158e-10,0.6974138597198551,0.22163944108968625
0,96,0.10907160317700532,6.735630117508529e-10,0.7121999657872774,0.23253529761845895
0,97,0.06806624460883792,7.217333343717812e-10,0.6134209958184578,0.23253529761845895
0,98,0.10847630750472756,6.179187732722537e-10,0.5998307184234746,0.23253529761845895
0,99,0.0920566610781219,6.630234143445548e-10,0.6256806489598027,0.26205601743045126
0,100,0.09799254696585964,7.227419971157074e-10,0.7039859999650673,0.3293700353570871
0,101,0.08757497261325645,5.728930419153643e-10,0.7017451141348985,0.36828271384671385
0,102,0.1047314764250359,7.85354855284348e-10,0.7016035804325927,0.3452315576721601
0,103,0.09748498378952825,5.802691515415882e-10,0.6353068324532598,0.3067362391665643
0,104,0.11008646831144402,6.368454663629804e-10,0.6453128162409528,0.2816512603046972
0,105,0.1051879928083611,6.756312822926971e-10,0.6277953749466886,0.18324623976203508
0,106,0.0750037009152266,6.433494850087684e-10,0.6757107068247097,0.16523047430445414
0,107,0.10164231408429118,6.61098594794125e-10,0.6811352078402657,0.1515917090267112
0,108,0.0853248955591541,7.483979551132701e-10,0.6653031133992332,0.16545393938763042
0,109,0.10209260736399126,7.344864760484734e-10,0.6704319921399438,0.16545393938763042
0,110,0.09655195625035788,7.318850617923526e-10,0.6693281461802635,0.1647968880689086
0,111,0.09512847595351404,7.296477278913189e-10,0.7010942350119379,0.1647968880689086
0,112,0.09238748574862302,6.55937565698379e-10,0.6994799246678757,0.14199241944521954
0,113,0.10231513753156057,7.003120588935436e-10,0.6685149994487188,0.09282736524291116
0,114,0.0948260714737173,7.82661674165972e-10,0.6927798094787314,0.1910514306826009
0,115,0.1007722563681558,7.587122667631549e-10,0.6739059642364786,0.3008935925176315
0,116,0.10792276522728361,5.938070065987474e-10,0.6512425163192226,0.2028807055860678
0,117,0.10210977167872813,8.806931761057558e-10,0.6646697601763252,0.1477620533945092
0,118,0.09313194807503143,6.052697451821445e-10,0.65523629675502,0.1654832211363123
0,119,0.08414275995919326,6.014732217520178e-10,0.7064130912055652,0.16425489395010842
0,120,0.09221571646371306,6.32808716444244e-10,0.7049933254893814,0.16425489395010842
0,121,0.09372986440888485,6.217321748067433e-10,0.6693972717508807,0.16033702587196555
0,122,0.091703943515205,6.899370496381587e-10,0.6885082048775484,0.200061429813837
0,123,0.10108577973620694,7.630975753547818e-10,0.6908653670607109,0.13211664847184534
0,124,0.08455398575440037,7.529001113030929e-10,0.674667749946371,0.10012810145798211
0,125,0.1073427541984856,6.468379665558245e-10,0.6800741544701381,0.23020821840058422
0,126,0.09264405371081283,7.764576944985169e-10,0.677394209615641,0.1618447388490253
0,127,0.07111162922881613,8.387287376083114e-10,0.7065360971196823,0.26347692875943685
0,128,0.06704005977797052,7.498588900014057e-10,0.6931595651592682,0.09254076728530124
0,129,0.09044220527022914,7.140746566812427e-10,0.6875639620497564,0.13290253160112328
0,130,0.09088314460420753,6.790244306998712e-10,0.6826115816512284,0.13290253160112328
0,131,0.09578665862221936,7.467107132211353e-10,0.6811025133446686,0.10776189066569099
0,132,0.10003885985411158,7.368937002821525e-10,0.6815173976526739,0.12559894631583615
0,133,0.06957785212648827,6.949731169842887e-10,0.6927014835952587,0.1492834815388784
0,134,0.090216349619797,7.03753266350123e-10,0.6841989187756616,0.1492834815388784
0,135,0.0886346108579097,7.177478879015705e-10,0.675547841650317,0.16009910974597635
0,136,0.09756453540846932,6.755184578247532e-10,0.6819737843111849,0.11711971692369663
0,137,0.09340882945229985,7.069212067563899e-10,0.6859706361791899,0.11711971692369663
0,138,0.07710776037956296,7.08218668809658e-10,0.664480625184199,0.12176299377928013
0,139,0.10441160871585549,7.229584582910615e-10,0.680293074808166,0.11220469795581438
0,140,0.10938842218885347,7.107787289185179e-10,0.6807187197254991,0.11774031576029394
0,141,0.09825703566949308,6.767851587151208e-10,0.6875816794870597,0.12008650205652889
0,142,0.09315245076468642,6.7866135464685e-10,0.6786128893336959,0.12008650205652889
0,143,0.08853917991338273,7.320708901489565e-10,0.6972373432312233,0.10741873524132113
0,144,0.08965256072215591,7.009643069873738e-10,0.6998081573741766,0.10151607701862243
0,145,0.08825190752772075,6.906659626528845e-10,0.6810008608176891,0.11695914237006519
0,146,0.09096521586693054,7.133785929765087e-10,0.6802512112832871,0.10695743734239065
0,147,0.08774477202398412,7.466884722045501e-10,0.6866139476655152,0.1445290677921269
0,148,0.07852373455736716,7.516944258310256e-10,0.6692505027156287,0.1445290677921269
0,149,0.09437184743814786,6.759375971236856e-10,0.6689143830801824,0.1445290677921269
0,150,0.08766226580578569,7.011137189434275e-10,0.683965533744477,0.10356067679546936
0,151,0.08850102462644885,6.889843349691177e-10,0.6747040641258641,0.16337937709123804
0,152,0.08787159164761355,6.867774118390718e-10,0.677306723518816,0.2324550928704135
0,153,0.10253786100896871,6.754988250485259e-10,0.6792597293829317,0.15782796957765988
0,154,0.08096926246533619,7.239180583138448e-10,0.6838034166548292,0.1036363194452199
0,155,0.08286990405453737,7.049423300237726e-10,0.7002007721028161,0.10743892227136251
0,156,0.09411907732349122,6.766648688170593e-10,0.6805417241940717,0.12539008299249216
0,157,0.09522090895296244,6.866540832430345e-10,0.6735735816458008,0.12539008299249216
0,158,0.08882147311601943,7.055756270653491e-10,0.6917101863936701,0.08156747779507771
0,159,0.07727875568729894,7.121040201344663e-10,0.6759455511814465,0.16484942006211378
0,160,0.0965030276724107,7.04294258911962e-10,0.6539279600554322,0.1690884684221227
0,161,0.100973050570884,7.074925666280464e-10,0.6893362233944296,0.164060701863257
0,162,0.07617691052777398,6.987423119091628e-10,0.6529746375104621,0.18752566270630336
0,163,0.07921005540568128,7.170980142378715e-10,0.6407804984996173,0.18752566270630336
0,164,0.07620166118479563,6.669822648514418e-10,0.698254827411422,0.10556228542555897
0,165,0.06850648004169109,6.657398367245312e-10,0.6662939995418328,0.1595810010840318
0,166,0.07933480625953622,6.572275889806234e-10,0.6685812550244715,0.10578918877787075
0,167,0.07831179805265145,6.458785143333818e-10,0.6661220865517736,0.15029463910107013
0,168,0.10418722109701034,7.085413615984711e-10,0.6718680422769548,0.11397151933880544
0,169,0.10429685446570836,6.803838213136557e-10,0.7025510560857099,0.10773649102176477
0,170,0.08689378514565066,6.706021452193755e-10,0.7013215409316261,0.0963110434643834
0,171,0.08826800180618305,6.724963324031308e-10,0.691373741786223,0.0963110434643834
0,172,0.09969129543458574,6.691017605065707e-10,0.6820404421042208,0.11286728606107062
0,173,0.09305406756546153,6.73241510595859e-10,0.6864676910471323,0.1298003828268878
0,174,0.09981138164132189,6.907346753031024e-10,0.684203109268665,0.1459489964534745
0,175,0.09088191267212488,7.096396408721881e-10,0.6783450037210476,0.1459489964534745
0,176,0.08668737320882941,6.988524200156581e-10,0.681748456300384,0.1728169833869984
0,177,0.07982644876198776,6.864701403373846e-10,0.693656262069648,0.09423150888619201
0,178,0.08080886787443393,6.860455710516885e-10,0.6771686423499963,0.09423150888619201
0,179,0.08296192379769136,6.785247219552136e-10,0.692644233646642,0.12876475841647916
0,180,0.08947180551102622,7.391503818404401e-10,0.6883403344964758,0.1966663007673327
0,181,0.09717299093968035,6.283548881742696e-10,0.6913811714527723,0.16910243146981066
0,182,0.09250688208786798,6.616719336328421e-10,0.6756520962671525,0.14174111048110677
0,183,0.09457060499222425,6.578615332820541e-10,0.6782763408686796,0.13313544246943282
0,184,0.09066495996602487,6.728360205472563e-10,0.676284007227976,0.09782317380623025
0,185,0.07901546503915893,7.416520318481703e-10,0.6973212791948604,0.09782317380623025
0,186,0.10011497096984848,7.191100693764152e-10,0.6956056955468555,0.10744761275082045
0,187,0.08098365959142186,7.223084817444656e-10,0.6868194375025836,0.10795832805158424
0,188,0.08914018418972322,6.517809628516367e-10,0.6938785503201734,0.13370726603678365
0,189,0.08475196944831186,6.490402215399582e-10,0.6968024895553719,0.12828737983072405
0,190,0.09152471462560544,7.230690948433823e-10,0.6872462999919993,0.12828737983072405
0,191,0.08291302496912742,6.725581811101987e-10,0.6928613372679036,0.14391454572928794
0,192,0.08935239851621908,6.652702062491033e-10,0.6605157066945708,0.14391454572928794
0,193,0.09909634300372938,7.378583509491269e-10,0.6828706568626333,0.11495442947961207
0,194,0.07673745468160201,7.174480844895151e-10,0.6685952541621956,0.1224229143781643
0,195,0.08941203796596475,6.79392663950809e-10,0.6977368049866522,0.1224229143781643
0,196,0.09019711522005318,7.230908537695147e-10,0.6969728610279483,0.19316246228749706
0,197,0.09583850981649764,7.170286285313153e-10,0.657380524674144,0.19316246228749706
0,198,0.09842227286068533,6.850827831207306e-10,0.6440445321802633,0.15557509860123275
0,199,0.08687488443697906,7.18088863978344e-10,0.6945908240833397,0.1486159374756553
0,200,0.08807410057743895,7.127938947478459e-10,0.7008291807697692,0.13863476059238397
0,201,0.09347508983348218,7.010125551044404e-10,0.6579561621511212,0.13863476059238397
0,202,0.07073910310024288,7.539301362599444e-10,0.71588220171924,0.15546907479188246
0,203,0.08020275173692132,7.195932886070054e-10,0.713361193559235,0.15546907479188246
0,204,0.08771142387500686,6.635505521132198e-10,0.6469281869195366,0.15602447687823792
0,205,0.09145713866815985,7.706984494708705e-10,0.699097796356099,0.16721602304589564
0,206,0.09545722692211464,6.203938760902181e-10,0.688013514079957,0.13586785305383864
0,207,0.09753219752931942,7.735838260694035e-10,0.7017649443538749,0.13586785305383864
0,208,0.08796373693995704,7.332858430510152e-10,0.6716740453780445,0.09573241779137784
0,209,0.08717822781226488,7.631549832865126e-10,0.6878634685518139,0.1435124253588964
0,210,0.0924499650394459,7.032738969425622e-10,0.7002156662574308,0.1435124253588964
0,211,0.09685226901509102,6.725503064650373e-10,0.686031109002094,0.09014319328008963
0,212,0.09001448241587921,6.389483911679527e-10,0.6775146087141309,0.19447461181915568
0,213,0.08745640284008695,7.593425198565971e-10,0.6724987008860254,0.19070073974097418
0,214,0.08947379151658157,7.376602577843251e-10,0.705016298542832,0.2154440610665709
0,215,0.08794522609563477,8.273336175849981e-10,0.6550594301925887,0.2154440610665709
0,216,0.09909306681021587,7.482194851632612e-10,0.6485555502336304,0.2154440610665709
0,217,0.07848045398273312,7.491515984515911e-10,0.6481640158639881,0.3071879500009638
0,218,0.10944016892513869,6.530769164563097e-10,0.6754231992026576,0.2945079412384611
0,219,0.11020046352890656,6.743086346181821e-10,0.623788925894911,0.2596496476920461
0,220,0.06875466833275758,6.556532697817541e-10,0.5959508736090289,0.26881792335358845
0,221,0.10420853919933647,7.836986058520765e-10,0.6475567142375801,0.11840166837966386
0,222,0.10821317118554394,6.547125940192222e-10,0.6895769349222827,0.13275561842211414
0,223,0.08782761064428396,6.528823138386219e-10,0.6681496876701428,0.1705142053577493
0,224,0.0841656106775758,6.817695639232632e-10,0.6881221840038041,0.07389891012593446
0,225,0.09309376283230601,6.680834892014696e-10,0.6833472604532782,0.11568353415354221
0,226,0.09281628833282875,7.043253002670555e-10,0.6601711686510245,0.12763026089645302
0,227,0.10142992790107196,6.781947457306879e-10,0.6586158163566023,0.14846991649268937
0,228,0.07874525421260777,6.545607869737325e-10,0.6804593956018732,0.15009240850496186
0,229,0.0746412546162299,6.639714020302405e-10,0.6807485954548801,0.12276741138548249
0,230,0.0766819287337547,6.833530839719889e-10,0.6903823387222263,0.18526422947809934
0,231,0.08865076607198438,6.981427898190673e-10,0.6852397381737503,0.18526422947809934
0,232,0.09133812351406517,6.398848438651068e-10,0.6597793847154453,0.19291603515172004
0,233,0.09550199315572788,7.474728797466737e-10,0.7074067564542492,0.08911256708254177
0,234,0.095419841125855,7.073900638012274e-10,0.6714123321300829,0.13990087072505103
0,235,0.09643023307110545,6.953934454678338e-10,0.6531462972766506,0.17913904577835452
0,236,0.0889001706620152,7.043703308860741e-10,0.6823715208855032,0.17654938417345162
0,237,0.09341149543893369,6.761168116040563e-10,0.6687633947773007,0.17752880940395793
0,238,0.08074113202408995,6.921614879313038e-10,0.6906376394576454,0.17752880940395793
0,239,0.08654152153198474,7.015111896594779e-10,0.7025014075006828,0.18950758591654632
0,240,0.0914745013302196,8.185011886136485e-10,0.7156863771348213,0.1473519703063012
0,241,0.08191015546721615,6.873753357406987e-10,0.6875098840127938,0.14934841796200707
0,242,0.08765036058989464,6.734254881606067e-10,0.6881400863202765,0.17210384148520125
0,243,0.08435414135944545,6.652349041345015e-10,0.6858964986377594,0.17210384148520125
0,244,0.09570823186544314,7.137438047764815e-10,0.6715102985477769,0.1451458633139877
0,245,0.0772138837606903,6.647748882174147e-10,0.6526564590968535,0.1451458633139877
0,246,0.09497337545405754,7.032977294862655e-10,0.666341961658118,0.20691788232522654
0,247,0.09178023919857932,7.262617388193625e-10,0.6657012975927985,0.23245200036462382
0,248,0.09369231395387086,7.15849420028837e-10,0.6803344049264961,0.1406364071312425
0,249,0.09380102036416409,6.401960788978389e-10,0.6699645368225782,0.1406364071312425
0,250,0.09432657453342724,6.435103666985848e-10,0.6999028869341113,0.1406364071312425
0,251,0.09178500415533229,6.550009982478216e-10,0.6609465292291465,0.1406364071312425
0,252,0.08331427043028655,6.445149539369009e-10,0.6751293831088349,0.1220390621092933
0,253,0.09294623204331179,7.148501013986888e-10,0.7103708702824962,0.20651516572646056
0,254,0.09454668791565757,5.697750714635242e-10,0.6611657785773764,0.25038816137459396
0,255,0.1012666039744289,6.47868461129647e-10,0.6823176360705734,0.17532384400477485
0,256,0.0780302560585632,6.931815278448019e-10,0.6533389542232377,0.13968178135771217
0,257,0.07842403081203261,7.317914180129906e-10,0.6594188616026149,0.13968178135771217
0,258,0.0769959720734074,6.69735183808537e-10,0.6601188974271202,0.1516066472458003
0,259,0.0730636306912884,6.853033964710364e-10,0.6974644446186454,0.17284132138529315
0,260,0.09236327208031489,7.107481142835996e-10,0.6595116076989962,0.17975021486668064
0,261,0.07781853420439014,6.352387359941873e-10,0.6862170539696933,0.15007491061667985
0,262,0.10615773108364865,7.142509153968488e-10,0.6641211114556083,0.15903838133416312
0,263,0.08505436752503648,6.752799891847103e-10,0.6886691123864687,0.1688729387817483
0,264,0.08848889271972955,8.106979853689042e-10,0.6549985909873691,0.21897750047752057
0,265,0.10100959786881734,6.622096669540093e-10,0.6789191739394145,0.20307738336684908
0,266,0.08933791602439368,6.991381637207358e-10,0.6765035178174215,0.07768402645613019
0,267,0.08562472221706734,7.113925846399525e-10,0.6836442755588983,0.12417465220905408
0,268,0.09744436598064204,7.218477219686996e-10,0.6870704981509042,0.08940791692427706
0,269,0.09515144361721539,6.984889966011201e-10,0.6893911212845085,0.14376491331797622
0,270,0.08963527415910813,6.753262467565438e-10,0.6702687491929971,0.18356890911466486
0,271,0.07839460672443777,7.070847444007066e-10,0.6599168017405785,0.1393643432000464
0,272,0.09678008753769399,7.548243626247544e-10,0.6531907633244716,0.1273932299365309
0,273,0.10347002345040612,7.075620374771713e-10,0.6551936337575229,0.14901228726703777
0,274,0.08997473752392177,7.157790126999998e-10,0.6463406426501976,0.15672161672228266
0,275,0.09258892775595884,6.893562183499127e-10,0.6887080018071499,0.08870652758060979
0,276,0.0862103379676034,6.994582663894364e-10,0.6858846887109026,0.19617055749075926
0,277,0.08629406126192998,6.501048701129804e-10,0.6470892423091793,0.17425574737689248
0,278,0.08608480889767905,7.255967448790475e-10,0.656933267486681,0.1781772938358144
0,279,0.09364013517636688,7.235220822540305e-10,0.6897885395624026,0.1781772938358144
0,280,0.07918331195784993,6.404766034542625e-10,0.6676912042316047,0.1781772938358144
0,281,0.09802269134756249,6.937974143554027e-10,0.6597908684921511,0.1781772938358144
0,282,0.08335393336140434,7.253757054241499e-10,0.6965352444777787,0.09916756877828954
0,283,0.09185870515717924,6.686925370968884e-10,0.6975813873727561,0.10313635864514085
0,284,0.10244767131065892,6.58653189574777e-10,0.6861653583447079,0.10442349063577167
0,285,0.07049235934054224,7.289084768846709e-10,0.6721261427475917,0.12361507454315195
0,286,0.08438787883512175,6.721987936034263e-10,0.6920411368541631,0.10441428689855008
0,287,0.08792981253829918,6.883773479904419e-10,0.6747685553689234,0.10573636393860962
0,288,0.0861069957235984,6.869654696546451e-10,0.6898875029517312,0.09490230962919512
0,289,0.08645779866596995,7.208137418941054e-10,0.6805025965351186,0.10336855103073118
0,290,0.1008784198925622,6.991310135518305e-10,0.6708525141090181,0.10336855103073118
0,291,0.08811863367463416,7.062342799307196e-10,0.6857414207630503,0.10336855103073118
0,292,0.09030638500091401,6.829623577052192e-10,0.6760465222736614,0.12849153812458414
0,293,0.07941696003580662,7.111439511381543e-10,0.6996925879797882,0.1291802321700722
0,294,0.08506899357223158,7.271648484034158e-10,0.6829947960270374,0.08560640584187394
0,295,0.10017795843650798,7.405813313407631e-10,0.6754167164576139,0.13666754383140078
0,296,0.08931545945302787,7.457853685536192e-10,0.6848201049327145,0.13666754383140078
0,297,0.09730222284526718,6.327028820691121e-10,0.6787418535413339,0.1214932407124022
0,298,0.09941617581479797,7.842281112825719e-10,0.6667279071248168,0.17933794236536424
0,299,0.09991927652539075,7.83888555022256e-10,0.6946228553372311,0.32199861945431524
0,300,0.08752643513484831,6.458688262357821e-10,0.693920654282084,0.25096176304752016
0,301,0.08825358384353406,5.273238188116465e-10,0.6373076182318276,0.25096176304752016
0,302,0.0844902857140207,8.312709382514528e-10,0.7029571678115225,0.15156649959896434
0,303,0.09455828086919443,7.827191057323841e-10,0.6796390595358284,0.14478960050218334
0,304,0.08761715120604813,7.645329046729869e-10,0.6869844338111385,0.11018268256586684
0,305,0.08081786140309691,7.191091864130527e-10,0.6883695891122068,0.10870007793590615
0,306,0.0802001767156588,6.744025159072115e-10,0.6993564349726654,0.19588633915837167
0,307,0.10296776094710955,7.071127207631589e-10,0.6589261618726616,0.16517088120874185
0,308,0.07892347131019269,7.306104018752298e-10,0.6927134868678575,0.08207401130691089
0,309,0.09034110825871866,6.953669124189322e-10,0.6717413320813601,0.13700481389024788
0,310,0.09662843948110719,7.186630526103228e-10,0.6946074288085528,0.13700481389024788
0,311,0.08234460960906322,6.894940566567093e-10,0.6661005993197375,0.13700481389024788
0,312,0.06549444141836587,6.70258689589878e-10,0.6755095555727301,0.12577875468161032
0,313,0.08518481591693389,6.892877054258812e-10,0.7155606102894639,0.17136182238491116
0,314,0.06483160784177674,6.496721184555129e-10,0.7134091931387935,0.1783202853821106
0,315,0.06340111517491094,6.891001785310356e-10,0.6654314437670229,0.1783202853821106
0,316,0.06630168528392272,6.633069652371591e-10,0.6471687437967834,0.1594265135076905
0,317,0.08793696546883029,7.480705512592106e-10,0.715300388417438,0.1594265135076905
0,318,0.08754885557380734,6.441852790038023e-10,0.7047714979188441,0.21701568380946143
0,319,0.08252489356032022,7.155012770339815e-10,0.6754853714098689,0.146086018999456
0,320,0.07703206932621216,6.840965925274325e-10,0.6769868826832978,0.13799768704920906
0,321,0.09115667793720518,7.413067030996629e-10,0.6949206553955298,0.0883813236710497
0,322,0.09166477609911511,6.776787838806609e-10,0.6722187635897556,0.10023819092583687
0,323,0.07915403957752092,7.199759773814027e-10,0.6900104670354306,0.10687211993362637
0,324,0.08435771476658706,7.182532887763626e-10,0.6715710169686121,0.14261414912333162
0,325,0.09156452034126301,6.914677524585082e-10,0.6719207687896245,0.22619682562060045
0,326,0.08626189401587593,7.050568733864338e-10,0.6618909649030743,0.2357923593810135
0,327,0.09058335316353758,7.121966596422619e-10,0.65455175010689,0.12326811931069936
0,328,0.06945261448360707,6.855620444104573e-10,0.6968117458889054,0.12326811931069936
0,329,0.09454353173723884,6.985322777107239e-10,0.6648433606398346,0.15458748087851737
0,330,0.0963109142247224,7.880188422332962e-10,0.6944566124583815,0.13544825710456038
0,331,0.08355283729658737,5.975396811174131e-10,0.6615322355221087,0.13544825710456038
0,332,0.08276906568659274,6.887711248676299e-10,0.6648731602945975,0.10451757678509593
